"ID","ContinentID","ParentAreaID","AreaBit","Flags","SoundProviderPref","SoundProviderPrefUnderwater","AmbienceID","ZoneMusic","IntroSound","ExplorationLevel","AreaName_Lang_enUS","AreaName_Lang_enGB","AreaName_Lang_koKR","AreaName_Lang_frFR","AreaName_Lang_deDE","AreaName_Lang_enCN","AreaName_Lang_zhCN","AreaName_Lang_enTW","AreaName_Lang_zhTW","AreaName_Lang_esES","AreaName_Lang_esMX","AreaName_Lang_ruRU","AreaName_Lang_ptPT","AreaName_Lang_ptBR","AreaName_Lang_itIT","AreaName_Lang_Unk","AreaName_Lang_Mask","FactionGroupMask","LiquidTypeID_1","LiquidTypeID_2","LiquidTypeID_3","LiquidTypeID_4","MinElevation","Ambient_Multiplier","Lightid"
"452","1","148","483","1073741888","0","11","0","0","0","0","","","","","","薄霧海","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"453","1","148","583","1073741888","0","11","0","0","0","0","","","","","","長橋碼頭","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"454","1","148","484","1073741888","0","11","0","0","0","0","","","","","","急彎河","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"455","1","148","485","1073741888","0","11","0","0","0","0","","","","","","黑木洞穴","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"456","1","148","486","1073741888","0","11","0","0","0","14","","","","","","壁泉河","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"457","1","0","571","64","0","11","24","200","201","0","","","","","","迷霧之海","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"458","1","17","487","1073741888","0","11","0","7","0","0","","","","","","黃金之路","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"459","0","85","375","1073741888","0","11","0","0","0","10","","","","","","血色十字軍崗哨","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"460","1","406","488","1075839040","0","11","0","228","0","20","","","","","","烈日石居","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"461","1","406","489","1073741888","0","11","0","7","0","20","","","","","","狂風峭壁","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"463","1","406","490","1073741888","0","11","0","7","0","0","","","","","","峭壁湖","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"464","1","406","491","1073741888","0","11","0","7","0","21","","","","","","暗色湖","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"465","1","406","492","1073741888","0","11","0","7","0","25","","","","","","焦炭谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"466","1","406","493","1073741888","0","11","0","7","0","0","","","","","","血怒峽谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"467","1","406","613","1073741888","0","11","29","11","201","25","","","","","","石爪峰","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"468","1","406","494","1073741888","0","11","29","11","0","0","","","","","","猛禽洞穴","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"469","1","406","495","1073741888","0","11","0","7","0","0","","","","","","巨木谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"470","1","215","496","1073741888","0","11","45","9","0","10","","","","","","Thunder Bluff UNUSED","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"471","1","215","497","1073741888","0","11","0","9","0","0","","","","","","強風台地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"472","1","215","498","1073741888","0","11","0","9","0","0","","","","","","火石台地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"473","1","215","554","1073741888","0","11","0","9","0","0","","","","","","披肩石","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"474","1","215","499","1073741888","0","11","0","9","0","0","","","","","","Hunter Rise UNUSED","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"475","1","215","500","1073741888","0","11","0","9","0","0","","","","","","Spirit RiseUNUSED","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"476","1","215","501","1073741888","0","11","0","9","0","0","","","","","","Elder RiseUNUSED","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"477","0","33","502","1073741888","0","11","0","3","0","43","","","","","","朱布瓦爾廢墟","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"478","1","141","503","1073741888","0","11","0","11","0","8","","","","","","亞里斯瑞恩之池","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"479","1","400","504","1073741888","0","11","0","9","0","0","","","","","","鏽槌挖掘場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"480","1","400","505","1073741888","0","11","0","9","0","30","","","","","","伊索克營地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"481","1","400","572","1073741888","0","11","0","9","0","24","","","","","","裂蹄峭壁","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"482","1","400","506","1073741888","0","11","0","9","0","29","","","","","","風巢","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"483","1","400","507","1073741888","0","11","0","9","0","30","","","","","","尖嘯峽谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"484","1","400","508","1075839040","0","11","0","226","0","26","","","","","","亂風崗","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"485","1","400","509","1073741888","0","11","0","9","0","25","","","","","","升降梯","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"486","1","400","510","1073741888","0","11","0","9","0","0","","","","","","加拉克城堡","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"487","1","400","511","1073741888","0","11","0","9","0","0","","","","","","飛羽洞穴","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"488","1","400","512","1073741888","0","11","0","9","0","0","","","","","","老屋","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"489","1","357","513","1073741888","0","11","0","0","0","0","","","","","","薩蘭納爾","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"490","1","0","514","64","0","11","33","223","0","0","","","","","","安戈洛環形山","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.6","0"
"491","47","0","515","0","0","11","0","0","0","0","","","","","","剃刀沼澤","","","","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"492","0","10","516","1073741888","0","11","0","15","0","26","","","","","","烏鴉嶺墓園","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"493","1","0","517","64","0","11","28","191","201","0","","","","","","月光林地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.5","0"
"495","571","0","519","1089","0","11","429","415","0","70","","","","","","凜風峽灣","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"496","1","15","518","1073741888","0","11","0","214","0","36","","","","","","蕨牆村","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"497","1","15","520","1073741888","0","11","0","0","0","0","","","","","","水光莊園","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"498","1","15","521","1073741888","0","11","0","0","0","0","","","","","","血沼墓穴","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"499","1","15","522","1073741888","0","11","0","0","0","0","","","","","","暗霧洞穴","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"500","1","15","623","1073741888","0","11","0","0","0","0","","","","","","摩戈爾哨塔","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"501","1","15","614","1073741888","0","11","0","3","0","0","","","","","","比吉爾的飛艇殘骸","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"502","1","15","624","1073741888","0","11","0","0","0","36","","","","","","女巫嶺","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"503","1","15","573","1073741888","0","11","0","191","0","0","","","","","","警戒崗哨","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"504","1","15","523","1073741888","0","11","0","191","0","0","","","","","","北點哨塔","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"505","1","15","524","1073741888","0","11","0","0","0","0","","","","","","西點哨塔","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"506","1","15","525","1073741888","0","11","0","191","0","0","","","","","","迷失哨塔","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"507","1","15","526","1073741888","0","11","0","0","0","36","","","","","","藍色沼地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"508","1","15","527","1073741888","0","11","0","0","0","0","","","","","","石槌廢墟","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"509","1","15","528","1073741888","0","11","0","0","0","38","","","","","","火焰洞穴","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"510","1","15","584","1073741888","0","11","0","0","0","0","","","","","","黑龍谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"511","1","15","529","1073741888","0","11","0","0","0","43","","","","","","巨龍泥沼","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"512","1","15","530","1075839040","0","11","0","0","0","36","","","","","","黑蹄村","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"513","1","15","531","1075839040","0","11","43","13","401","36","","","","","","塞拉摩島","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"514","1","15","532","1073741888","0","11","0","0","0","0","","","","","","塞拉摩堡壘","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"515","1","15","533","1073741888","0","11","0","0","0","0","","","","","","鐵欄監獄","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"516","1","15","534","1073741888","0","11","0","0","0","0","","","","","","塵泥海灣","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"517","1","15","535","1073741888","0","11","0","0","0","0","","","","","","狂潮灣","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"518","1","15","536","1073741888","0","11","0","0","0","36","","","","","","恐懼海岸","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"536","0","10","537","1073741888","0","11","0","2","0","24","","","","","","腐草農場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"537","1","490","538","1073741888","0","11","0","0","0","55","","","","","","火羽山","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"538","1","490","539","1073741888","0","11","0","0","0","49","","","","","","拉卡利油沼","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"539","1","490","540","1073741888","0","11","0","0","0","53","","","","","","恐懼小道","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"540","1","490","541","1073741888","0","11","0","0","0","51","","","","","","巨痕谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"541","1","490","542","1073741888","0","11","0","0","0","0","","","","","","馬紹爾營地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"542","1","490","543","1073741888","0","11","0","0","0","0","","","","","","蘑菇石","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"543","1","490","544","1073741888","0","11","0","0","0","53","","","","","","葛拉卡溫泉","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"556","0","38","545","1073741888","0","11","0","1","0","12","","","","","","洛克湖","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"576","0","10","546","1073741888","0","11","0","2","0","25","","","","","","乞丐鬼屋","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"596","1","405","593","1073741888","0","11","0","7","0","35","","","","","","科多獸墳場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"597","1","405","594","1075839040","0","11","0","226","0","0","","","","","","鬼旅崗哨","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"598","1","405","595","1073741888","0","11","31","227","0","0","","","","","","薩瑟里斯海岸","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"599","1","405","596","1073741888","0","11","0","193","301","30","","","","","","雷斧堡壘","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"600","1","405","597","1073741888","0","11","0","7","0","0","","","","","","波爾甘的洞穴","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"602","1","405","599","1073741888","0","11","0","193","0","39","","","","","","瑪諾洛克集會所","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"603","1","405","600","1073741888","0","11","0","76","0","31","","","","","","薩格隆","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"604","1","405","601","1073741888","0","11","0","7","0","36","","","","","","瑪格拉姆村","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"606","1","405","603","1073741888","0","11","0","7","0","34","","","","","","吉爾吉斯村","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"607","1","405","604","1073741888","0","11","0","7","0","37","","","","","","長矛谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"608","1","405","605","1075839040","0","11","0","206","103","30","","","","","","尼耶爾前哨站","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"609","1","405","598","1073741888","0","11","0","7","0","32","","","","","","科卡爾村","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"616","1","0","619","64","0","11","31","0","0","0","","","","","","海加爾山","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"618","1","0","621","65","0","11","42","8","0","0","","","","","","冬泉谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.3","0"
"636","1","406","626","1073741888","0","11","0","7","0","0","","","","","","黑狼河","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"637","1","215","635","1073741824","0","11","0","9","121","0","","","","","","科多石","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"638","1","14","636","1073741888","0","11","0","0","0","0","","","","","","秘道","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"639","1","14","637","1073741888","0","11","0","0","0","0","","","","","","靈魂石地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"640","1","14","638","1073741888","0","11","0","0","0","0","","","","","","眠炎聖殿","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"656","1","493","295","1073741888","0","11","0","0","0","15","","","","","","月神湖","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"657","0","8","296","1073741888","0","11","0","0","0","37","","","","","","避難營","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"676","150","0","297","64","0","11","46","0","0","0","","","","","","外域","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.6","0"
"696","1","141","298","1073741888","0","11","48","76","0","0","","","","","","Craftsmen's Terrace UNUSED","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"697","1","141","299","1073741888","0","11","48","76","0","0","","","","","","Tradesmen's Terrace UNUSED","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"698","1","141","300","1073741888","0","11","48","76","0","0","","","","","","The Temple Gardens UNUSED","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"699","1","141","301","1073741888","0","11","48","76","0","0","","","","","","Temple of Elune UNUSED","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"700","1","141","302","1073741888","0","11","48","76","65","0","","","","","","Cenarion Enclave UNUSED","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"701","1","141","303","1073741888","0","11","48","76","0","0","","","","","","Warrior's Terrace UNUSED","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"702","1","141","304","1076887616","0","11","0","0","0","11","","","","","","魯瑟蘭村","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"716","0","1","639","1073741888","0","11","0","0","0","0","","","","","","鐵環營地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"717","34","0","640","0","0","11","0","0","0","0","","","","","","監獄","","","","","","","","","","","16712190","2","0","0","0","0","-500","0","0"
"718","43","0","641","0","0","11","0","0","0","0","","","","","","哀嚎洞穴","","","","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"719","48","0","642","0","75","11","0","176","0","0","","","","","","黑暗深淵","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"720","1","17","643","1073741888","0","11","32","3","121","0","","","","","","勇士島","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"721","90","0","305","0","0","11","42","0","0","0","","","","","","諾姆瑞根","","","","","","","","","","","16712190","2","0","0","0","0","-500","0","0"
"722","129","0","644","3","0","11","38","0","0","0","","","","","","剃刀高地","","","","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"736","1","141","645","1073741888","0","11","0","0","0","8","","","","","","班尼希爾山谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"796","189","0","646","0","0","11","0","205","0","0","","","","","","血色修道院","","","","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"797","0","12","647","1073741888","0","11","35","0","301","8","","","","","","傑羅德碼頭","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"798","0","12","648","1073741888","0","11","35","0","0","8","","","","","","山巔之塔","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"799","0","10","649","1073741888","0","11","0","2","0","10","","","","","","暗色河灘","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"800","0","1","650","1074790464","0","11","0","0","0","4","","","","","","寒脊山小徑","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"801","0","1","651","1073741888","0","11","0","0","0","8","","","","","","寒風峽谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"802","0","1","652","1073741888","0","11","0","0","121","8","","","","","","閃光嶺","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"803","0","1","653","1073741888","0","11","0","0","0","7","","","","","","凍石農場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"804","0","1","654","1073741888","0","11","0","0","0","8","","","","","","凍土嶺","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"805","0","1","655","1073741888","0","11","0","0","0","0","","","","","","南門小徑","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"806","0","1","656","1075839040","0","11","0","0","0","12","","","","","","南門崗哨","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"807","0","1","657","1073741888","0","11","0","0","0","0","","","","","","北門小徑","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"808","0","1","658","1075839040","0","11","0","0","0","11","","","","","","北門崗哨","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"809","0","1","659","1075839040","0","11","0","0","0","7","","","","","","鐵爐堡大門","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"810","0","85","660","1073741888","0","11","0","0","0","7","","","","","","靜水池","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"811","0","85","661","1073741888","0","11","0","0","0","5","","","","","","夢魘谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"812","0","85","662","1073741888","0","11","0","0","0","10","","","","","","毒蛛峽谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"813","0","28","663","1073741888","0","11","0","0","0","52","","","","","","亡靈壁壘","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"814","1","14","664","1073741888","0","11","0","0","0","0","","","","","","怒水河","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"815","1","17","665","1073741888","0","11","0","0","0","0","","","","","","怒水河","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"816","1","14","666","1073741888","0","11","0","0","0","8","","","","","","鋼鬃營地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"817","1","14","667","1073741888","0","11","0","0","0","10","","","","","","骷髏石","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"818","1","215","668","1073741888","0","11","0","0","0","5","","","","","","白鬃石","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"819","1","215","669","1073741888","0","11","0","0","0","9","","","","","","狂風山","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"820","1","215","670","1073741888","0","11","0","0","0","5","","","","","","金色平原","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"821","1","215","671","1073741888","0","11","0","0","0","8","","","","","","草海平原","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"836","0","11","672","1073741888","0","11","0","0","0","20","","","","","","丹奧加茲","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"837","0","38","673","1073741888","0","11","0","0","0","0","","","","","","丹奧加茲","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"838","0","38","306","1073741888","0","11","0","0","0","0","","","","","","北門小徑","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"839","0","38","307","1073741888","0","11","0","0","0","0","","","","","","南門小徑","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"856","0","10","674","1073741888","0","11","0","2","0","19","","","","","","暮光森林","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"876","1","0","675","64","0","11","0","0","0","0","","","","","","GM島","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"877","1","17","676","1073741888","0","11","0","0","0","0","","","","","","Delete ME","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"878","1","16","677","1073741888","0","11","0","8","0","0","","","","","","怒水河","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"879","1","331","678","1073741888","0","11","0","0","0","0","","","","","","怒水河","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"880","0","45","679","1073741888","0","11","0","0","0","30","","","","","","薩多爾大橋","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"881","0","11","680","1073741888","0","11","0","0","0","0","","","","","","薩多爾大橋","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"896","0","267","308","1073741888","0","11","40","193","0","30","","","","","","贖罪島","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"916","0","40","681","1073741888","0","11","0","0","0","9","","","","","","傑生農場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"917","0","40","682","1073741888","0","11","0","0","0","18","","","","","","死亡農地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"918","0","40","683","1073741888","0","11","0","0","0","14","","","","","","摩爾森農場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"919","0","40","684","1073741888","0","11","0","0","0","14","","","","","","斯特登的池塘","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"920","0","40","309","1073741888","0","11","0","0","0","17","","","","","","匕首嶺","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"921","0","40","310","1073741888","0","11","0","0","0","16","","","","","","迪蒙特荒野","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"922","0","40","311","1073741888","0","11","0","0","0","18","","","","","","塵埃平原","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"923","0","38","312","1073741888","0","11","0","0","0","13","","","","","","石裂之谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"924","0","38","313","1075839040","0","11","0","0","0","11","","","","","","國王谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"925","0","38","314","1075839040","0","11","0","0","0","12","","","","","","奧加茲崗哨","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"926","0","130","315","1073741888","0","11","0","0","0","0","","","","","","巴克布雷農場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"927","0","130","316","1073741888","0","11","0","0","0","14","","","","","","閃光湖岸","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"928","0","130","317","1073741888","0","11","0","0","0","0","","","","","","北流谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"936","0","38","318","1073741888","0","11","0","0","0","12","","","","","","灰爪山","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"956","169","0","319","64","0","11","0","0","0","0","","","","","","青草平原","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"976","1","440","320","1075839040","0","0","0","0","0","40","","","","","","加基森","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"977","1","440","390","1073741888","0","0","0","3","0","40","","","","","","熱砂港","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"978","1","440","321","1073741888","0","0","25","176","0","45","","","","","","祖爾法拉克","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"979","1","440","322","1073741888","0","0","0","0","0","44","","","","","","流沙崗哨","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"980","1","440","323","1073741888","0","0","0","0","0","49","","","","","","灌木谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"981","1","440","324","1073741888","0","0","0","0","0","48","","","","","","大裂口","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"982","1","440","325","1073741888","0","0","0","0","0","48","","","","","","腐化之巢","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"983","1","440","326","1073741888","0","0","0","0","0","47","","","","","","砂槌營地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"984","1","440","327","1073741888","0","0","0","0","0","47","","","","","","東月廢墟","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"985","1","440","328","1073741888","0","0","0","0","0","44","","","","","","清泉平原","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"986","1","440","329","1073741888","0","0","0","0","0","45","","","","","","薩拉辛之穴","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"987","1","440","330","1073741888","0","0","0","0","0","48","","","","","","天涯海灘","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"988","1","440","331","1073741888","0","0","0","0","0","0","","","","","","破浪海灘","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"989","1","440","332","1073741888","0","0","0","0","0","0","","","","","","奧丹姆","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"990","1","440","333","1073741888","0","0","0","0","0","50","","","","","","守衛之谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"991","1","440","334","1073741888","0","0","0","0","0","0","","","","","","古斯坦的崗哨","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"992","1","440","335","1073741888","0","0","0","0","0","47","","","","","","南月廢墟","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"996","0","44","408","1073741888","0","0","0","0","0","22","","","","","","撕裂者營地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"997","0","44","409","1073741888","0","0","0","0","0","20","","","","","","撕裂者山谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"998","0","44","410","1073741888","0","0","0","0","0","25","","","","","","撕裂者之石","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"999","0","44","411","1073741888","0","0","0","0","0","0","","","","","","石望哨塔","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1000","0","44","412","1073741888","0","0","0","0","0","22","","","","","","加拉德爾山谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1001","0","44","336","1073741888","0","0","0","0","0","16","","","","","","湖邊大道","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1002","0","44","337","1073741888","0","0","0","0","0","16","","","","","","三角路口","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1016","0","11","338","1073741888","0","0","0","0","0","28","","","","","","惡鐵嶺","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1017","0","11","339","1073741888","0","0","0","0","0","30","","","","","","恐龍嶺","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"1018","0","11","340","1073741888","0","0","0","0","0","25","","","","","","黑水沼澤","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
